Japan,10,1
Sweden,10,
Armenia,10,
South Korea,10,
Taiwan,10,
Russia,10,5
Spain,10,
Italy,10,
Iceland,2,
Hong Kong,10,1
United States,10,
Bulgaria,10,
Georgia,10,
India,10,7
Latvia,10,
Canada,10,
Brazil,10,
Thailand,10,5
Greece,10,1
Saudi Arabia,10,
Venezuela,10,2
Singapore,10,1
Poland,10,
Panama,10,
Vietnam,10,3
Germany,10,3
Argentina,10,
United Kingdom,10,
Lithuania,10,
Uganda,10,
Austria,6,
Iran,4,1
Suriname,6,
Ukraine,10,3
France,10,1
Kazakhstan,10,3
South Africa,10,
Serbia,10,1
Romania,10,
Bahrain,7,7
Ghana,10,
Angola,10,
Kenya,9,
Finland,10,
Australia,10,
Ecuador,10,
Indonesia,10,3
Slovakia,9,
Chile,10,
Czechia,10,
Palestine,1,
Netherlands,10,3
Bosnia and Herzegovina,10,
Albania,10,
Nepal,3,
Mexico,10,
Nicaragua,10,
Bangladesh,10,2
Azerbaijan,10,
Slovenia,10,
Mozambique,5,
Belgium,10,3
Croatia,3,
Mali,2,
Norway,10,
Belarus,8,
Trinidad and Tobago,5,
Philippines,5,
Malta,6,
Pakistan,10,10
Macao,10,
Cambodia,9,
Dominican Republic,10,
Kuwait,5,5
Colombia,10,
Somalia,10,
Turkey,10,2
Ireland,10,
North Macedonia,1,
Northern Mariana Islands,2,
Benin,10,
Dominica,1,
Tunisia,3,
Paraguay,10,
Brunei,6,
China,9,9
Portugal,10,
Guam,10,
Qatar,3,
Iraq,7,
New Zealand,10,
Israel,10,3
Honduras,5,
Reunion,2,
Jamaica,5,
Kosovo,1,
Hungary,8,
Moldova,10,
Costa Rica,10,
Peru,10,
Denmark,10,
Estonia,7,1
Senegal,2,
Saint Lucia,1,
Mongolia,4,
Cyprus,6,
Algeria,3,3
Yemen,4,3
Egypt,2,1
Luxembourg,5,
Jordan,3,
United Arab Emirates,1,
Bolivia,2,
Malaysia,2,
Uruguay,3,
Guatemala,3,
