South Korea,10,1
Japan,10,1
Singapore,10,
Uruguay,4,
Argentina,9,
Canada,10,1
Latvia,10,
Serbia,10,
United States,10,
Hong Kong,10,
Brazil,10,
Vietnam,10,6
Russia,10,7
Taiwan,10,
Poland,10,
United Kingdom,10,1
Armenia,10,
Thailand,10,6
Bulgaria,10,
Cyprus,7,
India,10,10
Czechia,10,1
Spain,10,1
Kazakhstan,10,1
Bosnia and Herzegovina,10,
Venezuela,10,
Ukraine,10,
Kosovo,1,
Sweden,10,
Hungary,7,
Ghana,10,
Italy,10,
Uganda,10,
Colombia,10,
South Africa,10,
Panama,10,
Chile,10,
Lithuania,10,
Slovakia,10,
Trinidad and Tobago,5,
Iran,4,
Indonesia,10,2
France,10,
Belgium,9,1
Nepal,10,
Slovenia,10,
Tajikistan,1,
Turkey,10,4
China,10,10
Georgia,10,
Pakistan,10,10
Germany,10,1
Mexico,10,
Azerbaijan,8,
Ecuador,10,2
Cambodia,10,
Iraq,4,
Oman,1,
Bangladesh,10,7
Ireland,10,
Guam,10,
Greece,10,1
Australia,10,
Malaysia,10,1
Romania,10,
Suriname,1,
Albania,10,
New Zealand,6,
Philippines,10,
Netherlands,10,1
Peru,9,
Finland,10,
Dominican Republic,9,
Iceland,9,
Moldova,10,
Israel,10,
Belarus,7,
Bahamas,2,
El Salvador,4,
Yemen,4,
Nicaragua,10,
Kuwait,10,10
Paraguay,10,
Norway,10,
United Arab Emirates,5,
Switzerland,4,
Denmark,10,
Saudi Arabia,1,
Algeria,1,1
Costa Rica,10,
Brunei,9,
Estonia,10,
Somalia,4,
Malta,7,
Mozambique,9,
Puerto Rico,5,
Macao,10,
Curacao,4,
Portugal,10,
Jordan,1,
Egypt,3,3
Benin,8,
Austria,9,
Mongolia,4,
Angola,1,
Ivory Coast,1,
New Caledonia,2,
Kenya,4,
Namibia,1,
Senegal,1,
Croatia,6,
Botswana,5,
Qatar,5,
