Ukraine,10,1
Brazil,10,
India,10,1
South Korea,10,
Taiwan,10,
Armenia,10,
Italy,10,
Poland,10,
Japan,10,1
Hong Kong,10,
Spain,10,
Vietnam,10,2
Kazakhstan,10,6
Ecuador,10,1
Turkey,10,2
United States,10,
Latvia,10,
Singapore,10,
Thailand,10,4
Serbia,10,
Bosnia and Herzegovina,10,
Lithuania,10,
Bulgaria,10,
Canada,10,
Sweden,10,
Mexico,10,
Czechia,10,
Russia,10,1
Cyprus,10,
Ghana,10,
Georgia,10,1
Australia,10,
Saudi Arabia,10,1
Indonesia,10,1
Argentina,10,1
Pakistan,10,10
Panama,10,
Finland,10,
China,10,10
Namibia,10,
Croatia,4,
South Africa,10,1
France,10,
Malaysia,10,
Nepal,10,
Uganda,10,
Nicaragua,10,
Uruguay,3,
Romania,10,
Greece,10,
Albania,10,
Netherlands,10,2
Dominican Republic,7,
Costa Rica,10,
Portugal,10,
Colombia,10,
Somalia,10,
Chile,10,2
Norway,10,
Yemen,1,
Honduras,5,
Benin,10,
Slovakia,10,
Belgium,10,3
Venezuela,10,
Israel,10,1
United Kingdom,10,1
Slovenia,10,
Ireland,10,
Moldova,10,
Peru,8,
Bangladesh,10,10
Paraguay,10,
Nigeria,10,1
United Arab Emirates,10,3
Kuwait,10,10
Guam,10,
Malta,10,
Cambodia,10,
Puerto Rico,4,
Mozambique,10,
Azerbaijan,10,3
Germany,10,3
Qatar,10,
Oman,2,
Macao,10,1
Estonia,10,1
Algeria,9,5
Belarus,10,2
Tunisia,3,
Hungary,10,
Mauritius,1,
Iran,4,3
Philippines,10,1
Kyrgyzstan,3,
El Salvador,1,
Switzerland,10,
New Zealand,10,1
Luxembourg,1,
Mongolia,6,
Jamaica,2,
Suriname,1,
Iraq,10,
Senegal,1,
Gambia,2,
Curacao,5,
North Macedonia,1,
Bahrain,3,3
Afghanistan,10,
Denmark,10,
Brunei,10,
Morocco,7,
Comoros,1,
Ivory Coast,1,
Botswana,5,
Austria,4,
Palestinian Territory,9,
Kenya,9,
Palestine,7,
Tajikistan,7,
Guadeloupe,4,
Cayman Islands,10,
Bolivia,4,
Bahamas,1,
Egypt,1,1
Trinidad and Tobago,1,
Angola,4,
