Canada,10,
Vietnam,10,3
Slovenia,10,
Taiwan,10,
Ukraine,10,
Hong Kong,10,
Mexico,10,
United States,10,
Brazil,10,
South Korea,10,4
Japan,10,
Latvia,10,
Italy,10,
India,10,6
Poland,10,
Spain,10,
Kazakhstan,10,6
Sweden,10,
Argentina,10,
Uganda,10,
Czechia,10,
Armenia,10,
Thailand,10,4
Benin,10,
Serbia,10,1
Pakistan,10,10
Ghana,10,
Russia,10,4
Ecuador,10,
Bulgaria,10,
Indonesia,10,1
Kenya,1,
France,10,1
Estonia,10,3
Kuwait,10,10
Singapore,10,
Ireland,10,
Malaysia,10,
Paraguay,10,
Dominican Republic,10,
Macao,10,
Turkey,10,2
Australia,10,
Colombia,10,1
China,10,10
Chile,10,
Bosnia and Herzegovina,10,
Portugal,10,
Morocco,7,
South Africa,10,
Venezuela,10,6
Lithuania,10,
Israel,10,
Germany,10,
Senegal,2,
Nicaragua,10,
Bangladesh,10,10
Croatia,2,
Norway,10,
Panama,10,
Costa Rica,10,
Saudi Arabia,10,
United Kingdom,10,1
Netherlands,10,3
El Salvador,8,
Iran,10,3
Belgium,10,
Albania,10,
Cambodia,10,
Belarus,10,1
Botswana,7,
Curacao,9,
Mozambique,10,
Nigeria,5,
Zambia,5,
Slovakia,10,
Hungary,7,
Cyprus,10,
Philippines,10,5
Guam,10,
Georgia,10,
Greece,10,
Qatar,10,
Iceland,4,
Azerbaijan,10,2
Moldova,10,
Romania,10,
Bolivia,10,
Malta,6,
Brunei,2,1
North Macedonia,4,
Nepal,10,1
Austria,10,
Finland,10,
Somalia,8,
Switzerland,1,
Peru,10,
United Arab Emirates,7,5
New Zealand,10,
Denmark,8,
Kyrgyzstan,2,
Angola,1,
Iraq,2,
Luxembourg,4,
Tanzania,2,
Bahrain,3,3
Honduras,1,
Suriname,5,
Afghanistan,2,
French Polynesia,6,
Mongolia,5,
Namibia,5,
Uruguay,2,
Trinidad and Tobago,2,
