India,6,2
United States,3,
South Korea,3,
Vietnam,2,
Armenia,7,
Nicaragua,3,
Hong Kong,5,
Brazil,6,
Belgium,7,
Japan,4,
Spain,7,
Singapore,5,
Kazakhstan,4,1
Bulgaria,5,
Canada,6,
Croatia,2,
Chile,4,
China,5,5
Latvia,9,
Sweden,2,
Italy,2,
Lithuania,5,
Uganda,6,
Hungary,5,
South Africa,6,
Ghana,6,
Argentina,3,
United Arab Emirates,5,
Ecuador,6,1
Poland,4,
Turkey,6,1
Ireland,4,
Ukraine,5,
Australia,5,
Taiwan,1,1
Thailand,6,3
Georgia,5,
Morocco,5,
Czechia,5,
Kenya,5,
Panama,6,
Venezuela,4,
Bangladesh,6,4
Macao,4,
Germany,5,
Belarus,5,1
Colombia,3,
Greece,4,
United Kingdom,2,
Indonesia,4,1
Finland,6,
Bosnia and Herzegovina,6,
France,5,
U.S. Virgin Islands,4,1
Slovenia,3,
Mozambique,5,
Curacao,5,
Nepal,5,1
Honduras,4,
Israel,5,
Pakistan,6,6
Portugal,8,
Norway,4,
Mexico,5,
Cambodia,4,
Cyprus,3,
Trinidad and Tobago,5,
Philippines,7,
Yemen,5,2
Serbia,3,
Romania,5,
Guam,6,
Saudi Arabia,3,1
Moldova,7,
Costa Rica,5,
Senegal,4,
Brunei,8,1
Egypt,5,2
Algeria,6,5
Estonia,7,
Dominican Republic,4,
Bahamas,7,
New Zealand,5,
Netherlands,3,
Austria,4,
Puerto Rico,5,
Paraguay,3,
Bolivia,5,
Belize,1,
Azerbaijan,5,
Liberia,8,
Malta,7,
Malaysia,6,
Kuwait,8,8
Tanzania,7,
Slovakia,2,
Jamaica,1,
Ivory Coast,2,
Albania,5,
Uzbekistan,3,
Denmark,6,
Palestine,1,
Jordan,2,
Guadeloupe,3,
Iraq,2,
Somalia,6,
Benin,4,
Peru,4,
Uruguay,6,
Qatar,3,
North Macedonia,5,
Angola,2,
Tajikistan,1,1
Iran,1,1
Botswana,1,
Mongolia,7,
Kosovo,1,
Bahrain,3,1
Nigeria,6,6
Myanmar,1,
Guatemala,3,
Namibia,1,
Burkina Faso,2,
Luxembourg,3,
El Salvador,1,1
