South Korea,10,
Japan,10,2
Canada,10,1
United States,10,
Brazil,10,
Hong Kong,10,
Greece,8,
Costa Rica,10,
Armenia,10,
Colombia,10,
Taiwan,10,
Slovenia,10,
Poland,10,
Turkey,10,2
Argentina,10,
Thailand,10,4
India,10,4
Mexico,10,2
Russia,10,5
Latvia,10,
El Salvador,4,
Singapore,10,2
Ukraine,10,
Italy,9,
Sweden,10,1
Spain,10,
South Africa,10,
Serbia,10,1
Norway,10,
France,10,
Vietnam,10,3
Australia,10,
Georgia,10,
Indonesia,10,1
Venezuela,10,2
Azerbaijan,10,
United Kingdom,10,1
Lithuania,10,1
Panama,10,
Jamaica,5,
Ghana,9,
Nicaragua,10,
Czechia,10,
Macao,10,
Iraq,8,
Paraguay,10,
China,10,10
Bangladesh,10,9
Bosnia and Herzegovina,10,
Uganda,10,
Palestinian Territory,2,
Bulgaria,10,
Denmark,10,
Chile,10,
Malaysia,10,
Kazakhstan,10,
Suriname,10,
Tanzania,7,
Croatia,10,
Yemen,10,4
Benin,10,
Pakistan,10,10
Ireland,10,
Belarus,9,
Mongolia,7,
Guam,9,
Libya,1,1
Malta,10,
North Macedonia,8,
Slovakia,9,
Jordan,9,
Romania,10,
Ecuador,10,
Moldova,10,
Angola,8,
Philippines,10,1
Honduras,9,
Israel,10,
Belgium,10,
Albania,10,
Germany,10,1
Finland,10,
Peru,10,
Hungary,9,
Estonia,9,
Morocco,10,
Brunei,3,
Senegal,2,
Netherlands,10,
Iceland,6,
Nepal,10,
New Zealand,9,
Dominican Republic,10,
Saudi Arabia,3,
Montenegro,1,
Liberia,2,
Egypt,6,3
Burkina Faso,9,
Curacao,10,
Mozambique,10,
Uzbekistan,1,
Kuwait,8,4
Nigeria,8,4
U.S. Virgin Islands,2,1
Kenya,8,
Portugal,8,
Bolivia,5,
Uruguay,8,
Guatemala,4,
Cyprus,9,
Tajikistan,5,3
Gambia,10,
Austria,7,
Reunion,7,
Tunisia,1,
Cambodia,9,
Bahrain,9,9
Namibia,4,
Afghanistan,1,
Belize,1,
Algeria,2,2
Switzerland,2,
Trinidad and Tobago,4,
Palestine,6,2
Somalia,1,
Ivory Coast,1,
Myanmar,2,
Iran,1,
United Arab Emirates,1,
